"Date","Time","Global_active_power","Global_reactive_power","Global_intensity","Voltage","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"2006-12-19","03:05:00",0.37,0.15,1.6,246.77,0,0,0
"2006-12-19","03:06:00",0.348,0.144,1.6,246.65,0,0,0
"2006-12-19","03:07:00",0.364,0.146,1.6,245.84,0,0,0
"2006-12-19","03:08:00",0.346,0.14,1.6,245.91,0,0,0
"2006-12-19","03:09:00",0.362,0.146,1.6,245.89,0,1,0
"2006-12-19","03:10:00",0.342,0.138,1.6,245.29,0,0,0
"2006-12-19","03:11:00",0.36,0.144,1.6,245.67,0,0,0
"2006-12-19","03:12:00",0.338,0.134,1.4,244.6,0,0,0
"2006-12-19","03:13:00",0.312,0.074,1.4,244.54,0,0,0
"2006-12-19","03:14:00",0.244,0,1,244.99,0,0,0
"2006-12-19","03:15:00",0.262,0,1.2,244.96,0,0,0
"2006-12-19","03:16:00",0.242,0,1,244.17,0,0,0
"2006-12-19","03:17:00",0.26,0,1.2,243.85,0,1,0
"2006-12-19","03:18:00",0.252,0,1.2,244.28,0,0,0
"2006-12-19","03:19:00",0.252,0,1,244.67,0,0,0
"2006-12-19","03:20:00",0.264,0,1.2,245.82,0,0,0
"2006-12-19","03:21:00",0.246,0,1,246.02,0,0,0
"2006-12-19","03:22:00",0.266,0,1.2,245.11,0,1,0
"2006-12-19","03:23:00",0.248,0,1,245.31,0,0,0
"2006-12-19","03:24:00",0.268,0,1.2,245.64,0,0,0
"2006-12-19","03:25:00",0.246,0,1,245.34,0,0,0
"2006-12-19","03:26:00",0.264,0,1.2,244.85,0,0,0
"2006-12-19","03:27:00",0.244,0,1,244.59,0,0,0
"2006-12-19","03:28:00",0.258,0,1.2,242.13,0,1,0
"2006-12-19","03:29:00",0.242,0,1,242.98,0,0,0
"2006-12-19","03:30:00",0.29,0,1.4,242.82,0,0,0
"2006-12-19","03:31:00",0.318,0.096,1.4,243.12,0,0,0
"2006-12-19","03:32:00",0.336,0.102,1.4,243.16,0,0,0
"2006-12-19","03:33:00",0.318,0.098,1.4,243.43,0,0,0
"2006-12-19","03:34:00",0.338,0.104,1.4,243.65,0,1,0
"2006-12-19","03:35:00",0.318,0.098,1.4,243.77,0,0,0
"2006-12-19","03:36:00",0.334,0.104,1.4,243.73,0,0,0
"2006-12-19","03:37:00",0.312,0.096,1.4,242.93,0,0,0
"2006-12-19","03:38:00",0.322,0.088,1.4,242.78,0,0,0
"2006-12-19","03:39:00",0.348,0.106,1.6,242.82,0,0,0
"2006-12-19","03:40:00",0.368,0.13,1.6,242.9,0,1,0
"2006-12-19","03:41:00",0.346,0.126,1.6,243.07,0,0,0
"2006-12-19","03:42:00",0.364,0.134,1.6,243.54,0,0,0
"2006-12-19","03:43:00",0.344,0.13,1.6,243.83,0,0,0
"2006-12-19","03:44:00",0.362,0.134,1.6,243.65,0,0,0
"2006-12-19","03:45:00",0.342,0.13,1.6,243.75,0,0,0
"2006-12-19","03:46:00",0.36,0.138,1.6,244.48,0,0,0
"2006-12-19","03:47:00",0.34,0.132,1.4,244.4,0,0,0
"2006-12-19","03:48:00",0.36,0.136,1.6,244.17,0,1,0
"2006-12-19","03:49:00",0.354,0.136,1.6,244.57,0,0,0
"2006-12-19","03:50:00",0.348,0.138,1.6,245.4,0,0,0
"2006-12-19","03:51:00",0.358,0.14,1.6,244.69,0,0,0
"2006-12-19","03:52:00",0.264,0,1.2,244.98,0,0,0
"2006-12-19","03:53:00",0.264,0,1.2,245.16,0,1,0
"2006-12-19","03:54:00",0.242,0,1,243.76,0,0,0
"2006-12-19","03:55:00",0.262,0,1.2,243.54,0,0,0
"2006-12-19","03:56:00",0.242,0,1,242.92,0,0,0
"2006-12-19","03:57:00",0.26,0,1.2,243,0,0,0
"2006-12-19","03:58:00",0.242,0,1,243.27,0,0,0
"2006-12-19","03:59:00",0.26,0,1.2,243.28,0,1,0
"2006-12-19","04:00:00",0.244,0,1,244.01,0,0,0
"2006-12-19","04:01:00",0.264,0,1.2,244.8,0,0,0
"2006-12-19","04:02:00",0.244,0,1,244.18,0,0,0
"2006-12-19","04:03:00",0.262,0,1.2,243.65,0,0,0
"2006-12-19","04:04:00",0.244,0,1,243.99,0,0,0
"2006-12-19","04:05:00",0.264,0,1.2,244.15,0,1,0
"2006-12-19","04:06:00",0.244,0,1,244.14,0,0,0
"2006-12-19","04:07:00",0.27,0,1.2,244.79,0,0,0
"2006-12-19","04:08:00",0.342,0.126,1.6,245.22,0,2,0
"2006-12-19","04:09:00",0.35,0.128,1.6,244.84,0,1,0
"2006-12-19","04:10:00",0.33,0.124,1.4,245.25,0,2,0
"2006-12-19","04:11:00",0.35,0.126,1.6,244.74,0,1,0
"2006-12-19","04:12:00",0.328,0.118,1.4,243.79,0,2,0
"2006-12-19","04:13:00",0.346,0.122,1.6,243.54,0,2,0
"2006-12-19","04:14:00",0.414,0.214,2,243.29,0,1,0
"2006-12-19","04:15:00",0.42,0.228,2,243.2,0,2,0
"2006-12-19","04:16:00",0.402,0.222,1.8,243.38,0,1,0
"2006-12-19","04:17:00",0.45,0.248,2.2,243.62,0,2,0
"2006-12-19","04:18:00",0.516,0.362,2.6,243.62,0,1,0
"2006-12-19","04:19:00",0.524,0.372,2.6,244.39,0,2,0
"2006-12-19","04:20:00",0.52,0.37,2.6,244.12,0,2,0
"2006-12-19","04:21:00",0.5,0.362,2.4,243.68,0,1,0
"2006-12-19","04:22:00",0.45,0.268,2.2,243.02,0,2,0
"2006-12-19","04:23:00",0.422,0.254,2,243.48,0,1,0
"2006-12-19","04:24:00",0.438,0.26,2,243.46,0,2,0
"2006-12-19","04:25:00",0.416,0.252,2,243.31,0,1,0
"2006-12-19","04:26:00",0.432,0.256,2,242.98,0,2,0
"2006-12-19","04:27:00",0.414,0.254,2,243.64,0,1,0
"2006-12-19","04:28:00",0.43,0.258,2,243.21,0,1,0
"2006-12-19","04:29:00",0.408,0.25,2,242.83,0,2,0
"2006-12-19","04:30:00",0.404,0.222,2,243.6,0,1,0
"2006-12-19","04:31:00",0.316,0.116,1.4,243.47,0,1,0
"2006-12-19","04:32:00",0.29,0,1.2,243.51,0,1,0
"2006-12-19","04:33:00",0.248,0,1,243.58,0,0,0
"2006-12-19","04:34:00",0.266,0,1.2,244.1,0,1,0
"2006-12-19","04:35:00",0.242,0,1,244.1,0,0,0
"2006-12-19","04:36:00",0.262,0,1.2,244.68,0,0,0
"2006-12-19","04:37:00",0.24,0,1,243.44,0,0,0
"2006-12-19","04:38:00",0.26,0,1.2,243.92,0,0,0
"2006-12-19","04:39:00",0.242,0,1,244.34,0,0,0
"2006-12-19","04:40:00",0.26,0,1.2,244.07,0,1,0
"2006-12-19","04:41:00",0.242,0,1,244.71,0,0,0
"2006-12-19","04:42:00",0.262,0,1.2,244.86,0,0,0
"2006-12-19","04:43:00",0.242,0,1,244.99,0,0,0
"2006-12-19","04:44:00",0.262,0,1.2,244.96,0,0,0
"2006-12-19","04:45:00",0.244,0,1,245.22,0,0,0
"2006-12-19","04:46:00",0.262,0,1.2,244.54,0,1,0
"2006-12-19","04:47:00",0.246,0,1,245.25,0,0,0
"2006-12-19","04:48:00",0.27,0,1.2,245.16,0,0,0
"2006-12-19","04:49:00",0.26,0,1.2,245.24,0,0,0
"2006-12-19","04:50:00",0.26,0,1.2,244.62,0,0,0
"2006-12-19","04:51:00",0.268,0,1.2,244.54,0,0,0
"2006-12-19","04:52:00",0.25,0,1,244.72,0,0,0
"2006-12-19","04:53:00",0.264,0,1.2,245.29,0,1,0
"2006-12-19","04:54:00",0.244,0,1,245.97,0,0,0
"2006-12-19","04:55:00",0.262,0,1.2,245.63,0,0,0
"2006-12-19","04:56:00",0.29,0,1.4,245.71,0,0,0
"2006-12-19","04:57:00",0.412,0.17,2,244.57,0,0,0
"2006-12-19","04:58:00",0.422,0.232,2,243.15,0,0,0
"2006-12-19","04:59:00",0.44,0.234,2,242.93,0,1,0
"2006-12-19","05:00:00",0.42,0.23,2,242.89,0,0,0
"2006-12-19","05:01:00",0.438,0.236,2,243.15,0,0,0
"2006-12-19","05:02:00",0.418,0.232,2,243.35,0,0,0
"2006-12-19","05:03:00",0.438,0.232,2,242.15,0,0,0
"2006-12-19","05:04:00",0.42,0.234,2,243.49,0,0,0
"2006-12-19","05:05:00",0.416,0.208,2,242.66,0,1,0
"2006-12-19","05:06:00",0.342,0.124,1.6,242.63,0,0,0
"2006-12-19","05:07:00",0.362,0.132,1.6,242.93,0,0,0
"2006-12-19","05:08:00",0.342,0.128,1.6,243.45,0,0,0
"2006-12-19","05:09:00",0.316,0.068,1.4,242.93,0,0,0
"2006-12-19","05:10:00",0.24,0,1,243.2,0,0,0
"2006-12-19","05:11:00",0.258,0,1.2,242.83,0,1,0
"2006-12-19","05:12:00",0.24,0,1,242.82,0,0,0
"2006-12-19","05:13:00",0.258,0,1.2,243.17,0,0,0
"2006-12-19","05:14:00",0.24,0,1,243.5,0,0,0
"2006-12-19","05:15:00",0.26,0,1.2,243.49,0,0,0
"2006-12-19","05:16:00",0.242,0,1,244.06,0,0,0
"2006-12-19","05:17:00",0.264,0,1.2,243.68,0,1,0
"2006-12-19","05:18:00",0.246,0,1,242.89,0,0,0
"2006-12-19","05:19:00",0.266,0,1.2,242.95,0,0,0
"2006-12-19","05:20:00",0.256,0,1.2,241.93,0,0,0
"2006-12-19","05:21:00",0.252,0,1,241.91,0,0,0
"2006-12-19","05:22:00",0.264,0,1.2,242.36,0,0,0
"2006-12-19","05:23:00",0.246,0,1,242.79,0,1,0
"2006-12-19","05:24:00",0.266,0,1.2,243.29,0,0,0
"2006-12-19","05:25:00",0.244,0,1,243.59,0,0,0
"2006-12-19","05:26:00",0.258,0,1.2,243.84,0,0,0
"2006-12-19","05:27:00",0.24,0,1,243.82,0,0,0
"2006-12-19","05:28:00",0.256,0,1.2,242.35,0,0,0
"2006-12-19","05:29:00",0.236,0,1,241.47,0,0,0
"2006-12-19","05:30:00",0.256,0,1.2,241.51,0,1,0
"2006-12-19","05:31:00",0.238,0,1,242.43,0,0,0
"2006-12-19","05:32:00",0.26,0,1.2,242.31,0,0,0
"2006-12-19","05:33:00",0.244,0,1,242.17,0,0,0
"2006-12-19","05:34:00",0.264,0,1.2,242.35,0,0,0
"2006-12-19","05:35:00",0.316,0.058,1.4,241.91,0,0,0
"2006-12-19","05:36:00",0.374,0.13,1.6,242.52,0,1,0
"2006-12-19","05:37:00",0.35,0.122,1.6,242.1,0,0,0
"2006-12-19","05:38:00",0.368,0.13,1.6,242.76,0,0,0
"2006-12-19","05:39:00",0.34,0.122,1.4,242.3,0,0,0
"2006-12-19","05:40:00",0.356,0.126,1.6,242.08,0,0,0
"2006-12-19","05:41:00",0.336,0.122,1.4,242.1,0,0,0
"2006-12-19","05:42:00",0.422,0.196,2,242.03,0,1,0
"2006-12-19","05:43:00",0.408,0.226,2,241.8,0,0,0
"2006-12-19","05:44:00",0.426,0.228,2,241.35,0,0,0
"2006-12-19","05:45:00",0.408,0.226,2,241.9,0,0,0
"2006-12-19","05:46:00",0.424,0.232,2,241.93,0,0,0
"2006-12-19","05:47:00",0.406,0.224,2,241.39,0,0,0
"2006-12-19","05:48:00",0.358,0.13,1.6,241.69,0,1,0
"2006-12-19","05:49:00",0.316,0.094,1.4,242.56,0,0,0
"2006-12-19","05:50:00",0.308,0.062,1.4,243.32,0,0,0
"2006-12-19","05:51:00",0.264,0,1.2,246.05,0,0,0
"2006-12-19","05:52:00",0.248,0,1,247.65,0,0,0
"2006-12-19","05:53:00",0.264,0,1.2,247.11,0,1,0
"2006-12-19","05:54:00",0.242,0,1,246.29,0,0,0
"2006-12-19","05:55:00",0.26,0,1.2,245.53,0,0,0
"2006-12-19","05:56:00",0.24,0,1,245.01,0,0,0
"2006-12-19","05:57:00",0.26,0,1.2,244.75,0,0,0
"2006-12-19","05:58:00",0.24,0,1,244.26,0,0,0
"2006-12-19","05:59:00",0.26,0,1.2,243.82,0,1,0
"2006-12-19","06:00:00",0.244,0,1,243.34,0,0,0
"2006-12-19","06:01:00",0.264,0,1.2,243.28,0,0,0
"2006-12-19","06:02:00",0.246,0,1,243.78,0,0,0
"2006-12-19","06:03:00",0.264,0,1.2,243.97,0,0,0
"2006-12-19","06:04:00",0.244,0,1,243.81,0,0,0
"2006-12-19","06:05:00",0.262,0,1.2,243.26,0,0,0
"2006-12-19","06:06:00",0.244,0,1,243.59,0,0,0
"2006-12-19","06:07:00",0.264,0,1.2,243.96,0,1,0
"2006-12-19","06:08:00",0.244,0,1,243.78,0,0,0
"2006-12-19","06:09:00",0.262,0,1.2,243.02,0,0,0
"2006-12-19","06:10:00",0.242,0,1,242.61,0,0,0
"2006-12-19","06:11:00",0.262,0,1.2,242.79,0,0,0
"2006-12-19","06:12:00",0.244,0,1,243.21,0,0,0
"2006-12-19","06:13:00",0.262,0,1.2,243.24,0,1,0
"2006-12-19","06:14:00",0.37,0.13,1.6,243.39,0,0,0
"2006-12-19","06:15:00",0.372,0.132,1.6,243.31,0,0,0
"2006-12-19","06:16:00",0.348,0.126,1.6,242.78,0,0,0
"2006-12-19","06:17:00",0.366,0.132,1.6,243.12,0,0,0
"2006-12-19","06:18:00",0.346,0.122,1.6,242.05,0,0,0
"2006-12-19","06:19:00",0.364,0.13,1.6,242.65,0,1,0
"2006-12-19","06:20:00",0.348,0.124,1.6,242.4,0,0,0
"2006-12-19","06:21:00",0.352,0.12,1.6,240.93,0,0,0
"2006-12-19","06:22:00",0.354,0.12,1.6,240.5,0,0,0
"2006-12-19","06:23:00",0.402,0.19,2,240.15,0,1,0
"2006-12-19","06:24:00",0.436,0.238,2,239.77,0,2,0
"2006-12-19","06:25:00",0.416,0.238,2,240.4,0,1,0
"2006-12-19","06:26:00",0.434,0.246,2,241.36,0,2,0
"2006-12-19","06:27:00",0.408,0.198,2,241.12,0,2,0
"2006-12-19","06:28:00",0.418,0.214,2,240.69,0,1,0
"2006-12-19","06:29:00",0.4,0.208,1.8,240.78,0,2,0
"2006-12-19","06:30:00",0.42,0.216,2,241.24,0,1,0
"2006-12-19","06:31:00",0.4,0.214,1.8,242.13,0,2,0
"2006-12-19","06:32:00",0.418,0.218,2,241.73,0,2,0
"2006-12-19","06:33:00",0.396,0.214,1.8,241.83,0,1,0
"2006-12-19","06:34:00",0.412,0.214,2,240.85,0,2,0
"2006-12-19","06:35:00",0.354,0.154,1.6,240.09,0,1,0
"2006-12-19","06:36:00",0.338,0.108,1.6,240.44,0,2,0
"2006-12-19","06:37:00",0.318,0.102,1.4,240.17,0,1,0
"2006-12-19","06:38:00",0.336,0.106,1.4,239.95,0,2,0
"2006-12-19","06:39:00",0.32,0.108,1.4,241.77,0,1,0
"2006-12-19","06:40:00",0.34,0.118,1.6,242.74,0,2,0
"2006-12-19","06:41:00",0.32,0.114,1.4,243.39,0,1,0
"2006-12-19","06:42:00",0.338,0.118,1.6,243.01,0,1,0
"2006-12-19","06:43:00",0.316,0.108,1.4,241.86,0,2,0
"2006-12-19","06:44:00",0.328,0.112,1.4,241.78,0,1,0
"2006-12-19","06:45:00",0.31,0.11,1.4,242.28,0,2,0
"2006-12-19","06:46:00",0.428,0.146,1.8,243.53,0,1,0
"2006-12-19","06:47:00",1.484,0.096,7.4,242.18,0,1,0
"2006-12-19","06:48:00",5.244,0,22,238.33,0,0,0
"2006-12-19","06:49:00",4.856,0,20.2,238.82,0,0,0
"2006-12-19","06:50:00",4.862,0,20.4,238,0,1,0
"2006-12-19","06:51:00",2.636,0,12.8,239.5,0,0,0
"2006-12-19","06:52:00",1.344,0.068,5.6,240.65,0,0,0
"2006-12-19","06:53:00",1.402,0.142,5.8,241.12,0,0,0
"2006-12-19","06:54:00",1.396,0.146,5.8,243.03,0,0,0
"2006-12-19","06:55:00",2.35,0.18,10,242.66,0,0,0
"2006-12-19","06:56:00",2.516,0.17,10.6,243.47,0,0,0
"2006-12-19","06:57:00",1.234,0.154,5.2,244.24,0,0,0
"2006-12-19","06:58:00",1.31,0.152,5.4,244,0,0,0
"2006-12-19","06:59:00",1.372,0.152,5.6,243.95,0,0,0
"2006-12-19","07:00:00",1.37,0.148,5.6,243.2,0,0,0
"2006-12-19","07:01:00",0.782,0.142,3.4,242.41,0,0,0
"2006-12-19","07:02:00",0.784,0.142,3.4,242.64,0,0,0
"2006-12-19","07:03:00",0.764,0.132,3.2,240.61,0,0,0
"2006-12-19","07:04:00",0.772,0.134,3.2,241.08,0,0,0
"2006-12-19","07:05:00",0.658,0.102,2.8,241.05,0,0,0
"2006-12-19","07:06:00",0.566,0,2.4,241.93,0,0,0
"2006-12-19","07:07:00",0.652,0.1,2.8,241.18,0,0,0
"2006-12-19","07:08:00",0.634,0.108,2.8,241.44,0,0,0
"2006-12-19","07:09:00",0.636,0.108,2.8,241.25,0,0,0
"2006-12-19","07:10:00",0.636,0.104,2.8,240.26,0,0,0
"2006-12-19","07:11:00",0.638,0.102,2.8,239.87,0,0,0
"2006-12-19","07:12:00",0.634,0.112,2.8,241.62,0,0,0
"2006-12-19","07:13:00",0.634,0.112,2.8,242,0,0,0
"2006-12-19","07:14:00",0.628,0.11,2.6,241.44,0,0,0
"2006-12-19","07:15:00",0.646,0.112,2.8,242.2,0,0,0
"2006-12-19","07:16:00",0.584,0,2.4,241.64,0,0,0
"2006-12-19","07:17:00",0.582,0,2.6,240.8,0,0,0
"2006-12-19","07:18:00",0.576,0,2.4,239.58,0,0,0
"2006-12-19","07:19:00",0.566,0,2.4,239.88,0,0,0
"2006-12-19","07:20:00",0.562,0,2.4,238.85,0,0,0
"2006-12-19","07:21:00",0.572,0,2.4,239.06,0,0,0
"2006-12-19","07:22:00",0.564,0,2.4,239.95,0,0,0
"2006-12-19","07:23:00",0.578,0,2.4,240.54,0,0,0
"2006-12-19","07:24:00",0.588,0,2.6,241.68,0,0,0
"2006-12-19","07:25:00",0.592,0,2.6,241.69,0,0,0
"2006-12-19","07:26:00",0.582,0,2.6,240.4,0,0,0
"2006-12-19","07:27:00",0.614,0,2.6,241.07,0,0,0
"2006-12-19","07:28:00",0.648,0,2.8,240.52,0,0,0
"2006-12-19","07:29:00",0.648,0,2.8,240.25,0,0,0
"2006-12-19","07:30:00",1.3,0.08,5.8,240,0,0,0
"2006-12-19","07:31:00",1.976,0.344,8.4,238.44,0,0,0
"2006-12-19","07:32:00",1.922,0.304,8.2,238.01,0,0,0
"2006-12-19","07:33:00",1.648,0.148,6.8,239.31,0,0,0
"2006-12-19","07:34:00",2.586,0.144,11,239.81,0,0,10
"2006-12-19","07:35:00",3.068,0.138,12.8,239.16,0,0,18
"2006-12-19","07:36:00",3.05,0.136,12.8,239.07,0,0,18
"2006-12-19","07:37:00",3.032,0.136,12.6,238.84,0,0,18
"2006-12-19","07:38:00",3.052,0.14,12.6,239.73,0,0,18
"2006-12-19","07:39:00",3.21,0.136,13.4,239.28,0,0,17
"2006-12-19","07:40:00",3.194,0.126,13.4,238.59,0,0,18
"2006-12-19","07:41:00",3.104,0.114,13,238.53,0,0,17
"2006-12-19","07:42:00",3.288,0.108,13.8,237.72,0,0,18
"2006-12-19","07:43:00",3.284,0.106,13.8,237.33,0,0,17
"2006-12-19","07:44:00",3.408,0,14.2,237.59,0,0,17
"2006-12-19","07:45:00",3.594,0,15,238.73,0,0,18
"2006-12-19","07:46:00",3.518,0,14.8,237.61,0,0,17
"2006-12-19","07:47:00",2.99,0,12.6,237.75,0,0,17
"2006-12-19","07:48:00",3.278,0,14,237.24,0,0,18
"2006-12-19","07:49:00",4.034,0,17,236.77,0,0,17
"2006-12-19","07:50:00",3.022,0.082,13,236.69,0,0,17
"2006-12-19","07:51:00",2.924,0.154,12.4,236.61,0,0,17
"2006-12-19","07:52:00",3.074,0.154,13,236.57,0,0,17
"2006-12-19","07:53:00",2.92,0.132,12.4,235.66,0,0,17
"2006-12-19","07:54:00",2.876,0.132,12,237.07,0,0,18
"2006-12-19","07:55:00",2.884,0.13,12.2,237.36,0,0,17
"2006-12-19","07:56:00",2.85,0.13,12,237.42,0,0,17
"2006-12-19","07:57:00",2.83,0.128,11.8,236.89,0,0,17
"2006-12-19","07:58:00",2.808,0.096,11.8,236.54,0,0,17
"2006-12-19","07:59:00",2.724,0,11.6,235.16,0,0,17
"2006-12-19","08:00:00",2.914,0,12.4,235.47,0,0,17
"2006-12-19","08:01:00",3.108,0.17,13,236.69,0,0,18
"2006-12-19","08:02:00",3.138,0.212,13.2,236.14,0,0,17
"2006-12-19","08:03:00",3.084,0.142,13,236.39,0,0,17
"2006-12-19","08:04:00",1.932,0,8.2,237.58,0,1,17
"2006-12-19","08:05:00",2.306,0,10.4,236.56,0,7,17
"2006-12-19","08:06:00",3.962,0,16.8,234.5,0,37,17
"2006-12-19","08:07:00",3.948,0,16.8,234.03,0,37,17
"2006-12-19","08:08:00",4.214,0,18,233.98,0,37,17
"2006-12-19","08:09:00",4.32,0.114,18.4,233.89,0,36,16
"2006-12-19","08:10:00",4.308,0.116,18.4,233.51,0,37,17
"2006-12-19","08:11:00",4.266,0.112,18.2,232.45,0,36,17
"2006-12-19","08:12:00",4.348,0.118,18.4,234.59,0,37,17
"2006-12-19","08:13:00",4.352,0.12,18.4,235.08,0,38,16
"2006-12-19","08:14:00",4.358,0.12,18.4,235.08,0,37,17
"2006-12-19","08:15:00",4.372,0.122,18.4,235.68,0,37,17
"2006-12-19","08:16:00",4.286,0.126,18.2,235.9,0,37,18
"2006-12-19","08:17:00",3.848,0.134,16.4,237.46,0,35,17
"2006-12-19","08:18:00",1.96,0.152,8.2,239.9,0,1,17
"2006-12-19","08:19:00",1.976,0.152,8.2,240.03,0,1,18
"2006-12-19","08:20:00",2.508,0.174,11.2,238.14,0,9,17
"2006-12-19","08:21:00",1.936,0.192,8.2,238.46,0,1,18
"2006-12-19","08:22:00",1.864,0.158,7.8,238.02,0,1,17
"2006-12-19","08:23:00",1.816,0,7.6,237.83,0,1,18
"2006-12-19","08:24:00",1.848,0,7.8,238.02,0,1,17
"2006-12-19","08:25:00",1.898,0,8,237.77,0,1,17
"2006-12-19","08:26:00",2.02,0,8.4,238.45,0,1,18
"2006-12-19","08:27:00",1.872,0.066,7.8,239.14,0,2,17
"2006-12-19","08:28:00",1.834,0.068,7.6,239.33,0,0,18
"2006-12-19","08:29:00",1.796,0,7.4,238.47,0,1,17
"2006-12-19","08:30:00",1.828,0,7.6,237.95,0,1,17
"2006-12-19","08:31:00",1.58,0,6.6,237.94,0,1,18
"2006-12-19","08:32:00",1.566,0,6.8,237.66,0,1,17
"2006-12-19","08:33:00",1.408,0.05,5.8,237.01,0,1,17
"2006-12-19","08:34:00",1.818,0.214,7.8,237.77,0,1,18
"2006-12-19","08:35:00",1.724,0.148,7.2,240.92,0,5,17
"2006-12-19","08:36:00",1.648,0.148,6.8,240.75,0,5,18
"2006-12-19","08:37:00",1.726,0.172,7.2,241.08,1,5,18
"2006-12-19","08:38:00",1.73,0.166,7.2,240.1,1,5,18
"2006-12-19","08:39:00",3.864,0.226,16.4,236.96,34,5,17
"2006-12-19","08:40:00",3.94,0.176,16.6,236.25,37,1,17
"2006-12-19","08:41:00",4.04,0.216,17,236.16,38,3,17
"2006-12-19","08:42:00",5.808,0.156,24.8,234.22,37,33,17
"2006-12-19","08:43:00",5.354,0.106,23,234.17,37,34,17
"2006-12-19","08:44:00",5.47,0.09,23.4,235.16,38,31,17
"2006-12-19","08:45:00",5.536,0.094,23.6,234.52,37,36,16
"2006-12-19","08:46:00",6.662,0.068,29.2,233.58,37,49,17
"2006-12-19","08:47:00",7.828,0.182,33.6,232.2,36,72,17
"2006-12-19","08:48:00",7.84,0.188,33.6,232.55,36,71,16
"2006-12-19","08:49:00",7.818,0.202,33.6,232.22,37,71,17
"2006-12-19","08:50:00",7.816,0.184,33.6,232.39,36,71,16
"2006-12-19","08:51:00",6.498,0.238,28,234.4,15,73,17
"2006-12-19","08:52:00",5.768,0.228,24.6,234.62,0,72,17
"2006-12-19","08:53:00",5.774,0.222,24.6,233.74,2,72,17
"2006-12-19","08:54:00",6.964,0.188,30.2,231.97,20,71,16
"2006-12-19","08:55:00",7.746,0.194,33.4,231.24,37,71,17
"2006-12-19","08:56:00",6.78,0.198,29.4,232.85,21,71,16
"2006-12-19","08:57:00",5.814,0.256,24.6,235.9,0,73,17
"2006-12-19","08:58:00",4.978,0.23,21.4,237.28,1,61,17
"2006-12-19","08:59:00",5.024,0.238,21.6,236.68,23,36,18
"2006-12-19","09:00:00",5.994,0.208,25.8,235.95,38,38,17
"2006-12-19","09:01:00",5.828,0.164,24.6,235.74,37,39,17
"2006-12-19","09:02:00",5.68,0.124,24.2,234.79,37,37,17
"2006-12-19","09:03:00",5.494,0.124,23.4,235.34,37,34,17
"2006-12-19","09:04:00",4.674,0.104,19.6,236.91,38,18,17
"2006-12-19","09:05:00",5.698,0.098,24.2,234.29,37,37,17
"2006-12-19","09:06:00",5.668,0,24,235.42,37,36,17
"2006-12-19","09:07:00",3.542,0,16.2,237.96,16,25,17
"2006-12-19","09:08:00",2.944,0.072,12.4,238.39,0,26,17
"2006-12-19","09:09:00",3.492,0.046,14.6,237.86,0,36,18
"2006-12-19","09:10:00",2.944,0,12.6,238.19,1,28,17
"2006-12-19","09:11:00",2.064,0.066,8.8,238.28,0,22,8
"2006-12-19","09:12:00",2.514,0.088,10.4,238.35,0,36,0
"2006-12-19","09:13:00",2.242,0.114,9.6,239.25,0,34,0
"2006-12-19","09:14:00",1.492,0.11,6.4,239.52,0,18,0
"2006-12-19","09:15:00",2.642,0.17,11,239.08,0,38,0
"2006-12-19","09:16:00",2.53,0.184,10.8,239.29,0,38,0
"2006-12-19","09:17:00",1.77,0.212,7.6,238.95,0,23,0
"2006-12-19","09:18:00",2.642,0.186,11.4,238.37,0,39,0
"2006-12-19","09:19:00",2.732,0.204,11.6,237.61,0,42,0
"2006-12-19","09:20:00",1.112,0.144,5,238.19,0,13,0
"2006-12-19","09:21:00",2.3,0,9.8,237.37,0,33,0
"2006-12-19","09:22:00",1.864,0,8.6,238.33,0,27,0
"2006-12-19","09:23:00",2.018,0,8.6,238.9,0,31,0
"2006-12-19","09:24:00",1.182,0,5.6,239.6,0,15,0
"2006-12-19","09:25:00",2.494,0.11,10.4,239.13,0,36,0
"2006-12-19","09:26:00",1.412,0.14,7,239.88,0,20,0
"2006-12-19","09:27:00",0.676,0.174,3,239.92,0,4,0
"2006-12-19","09:28:00",0.848,0.14,4,239.07,0,10,0
"2006-12-19","09:29:00",0.546,0.17,2.4,238.74,0,3,0
"2006-12-19","09:30:00",0.506,0.144,2.2,239.09,0,3,0
"2006-12-19","09:31:00",0.55,0.172,2.4,239.15,0,4,0
"2006-12-19","09:32:00",0.514,0.15,2.2,239.55,0,3,0
"2006-12-19","09:33:00",0.54,0.18,2.4,240.84,0,4,0
"2006-12-19","09:34:00",0.514,0.158,2.2,240.81,0,3,0
"2006-12-19","09:35:00",0.524,0.176,2.2,240.65,0,3,0
"2006-12-19","09:36:00",0.428,0.134,1.8,240.96,0,2,0
"2006-12-19","09:37:00",0.33,0.11,1.4,241.57,0,0,0
"2006-12-19","09:38:00",0.35,0.116,1.6,241.85,0,0,0
"2006-12-19","09:39:00",0.268,0,1.2,241.55,0,0,0
"2006-12-19","09:40:00",0.246,0,1.2,241.51,0,1,0
"2006-12-19","09:41:00",0.226,0,1,241.05,0,0,0
"2006-12-19","09:42:00",0.252,0,1.2,241.5,0,0,0
"2006-12-19","09:43:00",0.232,0,1,241.11,0,0,0
"2006-12-19","09:44:00",0.25,0,1.2,240.97,0,0,0
"2006-12-19","09:45:00",0.23,0,1,241.48,0,0,0
"2006-12-19","09:46:00",0.244,0,1,241.54,0,1,0
